Date,412002_level,412002_flow,412005_level,412005_flow,412038_level,412038_flow,421001_level,421001_flow,421004_level,421004_flow,421011_level,421011_flow
2015-09-09,1.548,777.078,0.704,541.475,1.451,4892.212,0.308,241.2,1.667,334.249,0.196,2.867
2015-09-10,1.471,628.005,0.703,539.43,1.44,4750.46,0.296,220.628,1.627,252.08,0.163,1.963
2015-09-11,1.431,553.005,0.718,574.638,1.438,4734.707,0.29,210.335,1.61,217.929,0.136,1.41
2015-09-12,1.403,502.546,0.744,638.284,1.433,4674.248,0.339,339.904,1.599,198.647,0.112,1.005
2015-09-13,1.38,461.654,0.765,694.519,1.42,4519.48,0.462,763.103,1.587,176.106,0.089,0.697
2015-09-14,1.361,429.454,0.788,762.195,1.437,4718.708,0.486,898.982,1.571,147.402,0.072,0.512
2015-09-15,1.346,399.952,0.809,826.93,1.451,4883.175,0.495,957.419,1.582,168.232,0.057,0.374
2015-09-16,1.332,372.169,0.829,890.834,1.442,4783.083,0.504,1017.373,1.596,193.281,0.043,0.273
2015-09-17,1.317,346.117,0.845,947.073,1.421,4528.372,0.53,1180.964,1.693,417.78,0.035,0.229
2015-09-18,1.306,325.139,0.86,983.37,1.374,3999.758,0.539,1235.725,1.802,757.139,0.025,0.199
2015-09-19,1.295,306.673,0.874,1007.619,1.304,3285.706,0.538,1230.488,1.836,891.981,0.021,0.188
2015-09-20,1.289,296.139,0.888,1031.931,1.208,2406.294,0.515,1083.13,1.874,1058.77,0.015,0.174
2015-09-21,1.281,284.015,0.922,1093.798,1.178,2186.566,0.531,1187.266,1.888,1126.121,0.01,0.161
2015-09-22,1.274,271.265,0.962,1156.541,1.09,1597.88,0.547,1290.929,1.876,1068.878,0.002,0.14
2015-09-23,1.365,437.278,1.012,1209.088,1.069,1470.612,0.55,1314.717,1.857,980.49,-0.006,0.119
2015-09-24,1.749,1277.151,1.069,1269.43,0.939,822.188,0.551,1320.295,1.85,948.289,-0.014,0.1
2015-09-25,2.171,2348.697,1.128,1329.754,0.953,875.567,0.565,1426.368,1.891,1141.586,-0.02,0.084
2015-09-26,2.103,2175.968,1.183,1386.391,0.955,882.902,0.575,1500.529,1.888,1124.974,-0.027,0.065
2015-09-27,2.048,2037.181,1.235,1437.796,0.942,833.053,0.554,1340.131,1.873,1054.181,-0.032,0.052
2015-09-28,2.046,2032.443,1.286,1484.109,0.921,744.528,0.555,1345.846,1.886,1115.985,-0.038,0.037
2015-09-29,1.962,1809.342,1.332,1525.883,0.96,902.793,0.545,1277.456,1.913,1246.931,-0.044,0.021
2015-09-30,1.884,1601.235,1.361,1551.798,0.951,867.639,0.554,1339.513,1.905,1208.454,-0.053,0.002
2015-10-01,1.836,1479.843,1.361,1551.497,0.949,859.96,0.549,1308.66,1.904,1202.136,-0.061,0
2015-10-02,1.785,1349.817,1.323,1517.066,0.925,767.037,0.514,1079.021,1.904,1206.169,-0.067,0
2015-10-03,1.831,1464.082,1.248,1449.005,0.918,731.311,0.493,946.874,1.9,1186.144,-0.072,0
2015-10-04,1.746,1248.031,1.132,1334.094,0.903,661.912,0.498,981.847,1.893,1149.453,-0.077,0
2015-10-05,1.692,1108.283,0.981,1171.289,0.901,654.129,0.463,779.027,1.848,942.309,-0.087,0
2015-10-06,1.727,1199.097,0.869,995.345,0.896,633.071,0.412,520.903,1.793,721.437,-0.093,0
2015-10-07,1.959,1801.28,0.81,831.238,0.893,618.805,0.421,559.569,1.748,565.899,-0.093,0
2015-10-08,1.955,1787.229,0.749,654.411,0.883,578.341,0.419,548.226,1.742,546.805,-0.103,0
2015-10-09,1.914,1683.58,0.662,453.864,0.852,470.443,0.444,671.231,1.698,417.14,-0.106,0
2015-10-10,1.966,1824.198,0.624,380.693,0.855,480.583,0.454,721.614,1.636,271.681,-0.106,0
2015-10-11,1.94,1749.978,0.611,350.626,0.851,467.729,0.427,588.162,1.608,215.908,-0.106,0
2015-10-12,1.824,1448.534,0.598,321.487,0.845,449.316,0.4,473.543,1.599,199.158,-0.106,0
2015-10-13,1.729,1201.724,0.579,281.351,0.886,593.15,0.391,444.158,1.589,179.36,-0.106,0
2015-10-14,1.817,1427.941,0.559,242.796,0.881,570.976,0.382,416.751,1.578,159.841,-0.106,0
2015-10-15,1.871,1565.656,0.537,206.714,0.876,554.576,0.357,346.972,1.567,142.156,-0.106,0
2015-10-16,1.912,1674.732,0.516,176.229,0.892,616.639,0.352,335.326,1.556,124.828,-0.106,0
2015-10-17,1.943,1759.085,0.499,154.579,0.88,568.604,0.334,292.147,1.542,102.644,-0.106,0
2015-10-18,1.945,1764.268,0.483,131.388,0.861,501.417,0.343,314.735,1.535,92.73,-0.106,0
2015-10-19,1.938,1746.577,0.469,109.237,0.841,435.944,0.341,309.618,1.537,94.707,-0.106,0
2015-10-20,1.927,1715.351,0.459,98.037,0.846,452.347,0.329,283.354,1.522,77.293,-0.106,0
2015-10-21,1.858,1534.89,0.445,85.341,0.834,414.644,0.338,300.813,1.519,74.064,-0.106,0
2015-10-22,1.788,1355.75,0.43,74.55,0.807,334.781,0.342,311.406,1.491,51.177,-0.106,0
2015-10-23,1.752,1261.305,0.414,65.905,0.793,299.897,0.335,297.047,1.483,47.186,-0.106,0
2015-10-24,1.718,1175.141,0.398,58.436,0.778,264.795,0.318,260.164,1.512,66.546,-0.106,0
2015-10-25,1.674,1065.23,0.384,52.523,0.775,256.469,0.295,218.485,1.517,71.649,-0.106,0
2015-10-26,1.714,1165.298,0.392,55.821,0.832,408.295,0.285,201.904,1.529,85.682,-0.106,0
2015-10-27,1.75,1256.781,0.419,68.565,0.824,382.749,0.28,194.573,1.543,104.852,-0.106,0
2015-10-28,1.761,1284.877,0.442,82.402,0.807,335.096,0.277,189.748,1.552,118.2,-0.106,0
2015-10-29,1.756,1272.203,0.451,90.272,0.795,304.463,0.27,179.473,1.574,153.378,-0.106,0
2015-10-30,1.719,1179.122,0.45,89.698,0.76,225.644,0.312,250.167,1.551,116.168,-0.106,0
2015-10-31,1.526,746.77,0.445,84.933,0.72,146.698,0.296,221.172,1.539,97.726,-0.106,0
2015-11-01,1.41,514.469,0.437,78.637,0.699,109.049,0.301,228.821,1.582,170.747,-0.106,0
2015-11-02,1.399,495.648,0.429,73.931,0.683,85.046,0.286,204.53,1.599,199.127,-0.106,0
2015-11-03,1.384,469.716,0.423,70.722,0.698,107.905,0.27,178.378,1.603,205.642,-0.106,0
2015-11-04,1.411,517.995,0.422,70.315,0.699,109.114,0.276,188.564,1.652,303.971,0.35,57.654
2015-11-05,1.429,550.445,0.426,72.108,0.7,110.309,0.274,184.763,1.647,292.857,0.487,84.16
2015-11-06,1.434,559.421,0.441,82.214,0.699,108.894,0.254,153.897,1.616,230.041,0.403,48.567
2015-11-07,1.414,522.431,0.465,105.336,0.696,104.137,0.249,145.897,1.63,280.636,0.373,32.816
2015-11-08,1.863,1580.634,0.485,134.206,0.709,128.682,0.317,260.56,1.901,1186.917,0.335,18.2
2015-11-09,2.032,1994.418,0.491,144.379,0.807,337.147,0.318,261.304,1.769,645.557,0.315,12.615
2015-11-10,1.889,1614.619,0.486,136.59,0.859,493.926,0.284,199.881,1.644,288.458,0.293,8.725
2015-11-11,1.828,1458.468,0.476,119.093,0.842,437.263,0.278,191.367,1.577,158.723,0.248,4.823
2015-11-12,1.846,1506.178,0.477,120.978,0.856,485.154,0.281,196.097,1.542,103.737,0.18,2.432
2015-11-13,1.94,1752.399,0.484,132.827,0.846,452.482,0.286,203.062,1.522,76.754,0.142,1.535
2015-11-14,1.776,1327.281,0.477,121.379,0.803,324.399,0.273,183.251,1.542,103.023,0.091,0.732
2015-11-15,1.585,854.828,0.462,101.973,0.785,279.275,0.258,160.197,1.543,104.643,0.054,0.357
2015-11-16,1.561,800.944,0.446,86.119,0.798,313.012,0.328,289.31,1.547,110.996,0.034,0.225
2015-11-17,1.805,1415.932,0.431,75.219,0.835,417.251,0.373,390.206,1.581,164.858,0.02,0.187
2015-11-18,2.01,1934.019,0.416,67.134,0.834,413.026,0.338,303.57,1.578,160.697,0.008,0.156
2015-11-19,1.874,1575.179,0.391,55.262,0.814,355.126,0.308,242.812,1.56,130.813,-0.002,0.129
2015-11-20,1.875,1577.634,0.371,47.245,0.85,464.72,0.307,240.071,1.538,97.211,-0.015,0.095
2015-11-21,1.843,1495.708,0.378,50.137,0.889,604.776,0.278,190.968,1.519,73.977,-0.028,0.062
2015-11-22,1.853,1520.454,0.437,80.909,0.91,693.821,0.266,171.442,1.554,122.625,-0.039,0.034
2015-11-23,1.878,1585.176,0.477,121.213,0.947,852.237,0.383,444.366,1.57,147.362,-0.051,0.006
2015-11-24,1.946,1770.141,0.495,150.134,0.989,1031.903,0.426,584.865,1.547,110.682,-0.062,0
2015-11-25,1.989,1890.515,0.504,160.741,1.014,1161.241,0.412,517.905,1.535,92.235,-0.073,0
2015-11-26,2.023,1976.654,0.499,155.025,1.089,1587.82,0.42,556.48,1.532,88.655,-0.09,0
2015-11-27,2.013,1954.448,0.485,135.427,1.088,1579.705,0.447,691.505,1.527,82.837,-0.103,0
2015-11-28,2.014,1955.418,0.472,112.926,1.044,1324.212,0.479,863.638,1.552,121.212,-0.106,0
2015-11-29,2.013,1953.93,0.463,102.272,1.009,1132.311,0.45,701.13,1.629,255.809,-0.106,0
2015-11-30,2.014,1955.251,0.458,96.981,0.99,1039.623,0.464,771.812,1.628,253.379,-0.106,0
2015-12-01,2.012,1950.994,0.464,103.099,0.986,1018.9,0.48,869.03,1.658,318.156,-0.106,0
2015-12-02,2.1,2168.02,0.49,140.962,1.021,1195.861,0.534,1203.688,1.721,481.99,-0.106,0
2015-12-03,2.128,2236.367,0.537,208.372,1.007,1123.784,0.535,1213.586,1.704,434.013,-0.106,0
2015-12-04,2.128,2235.941,0.634,395.876,0.98,988.996,0.513,1073.355,1.707,441.698,-0.106,0
2015-12-05,2.086,2131.17,0.717,572.809,0.962,910.772,0.483,884.816,1.738,535.042,-0.106,0
2015-12-06,2.076,2106.561,0.743,637.629,0.954,880.969,0.467,788.018,1.707,443.758,-0.106,0
2015-12-07,2.097,2156.596,0.752,661.243,0.937,815.392,0.482,875.853,1.655,310.357,-0.106,0
2015-12-08,2.106,2180.209,0.751,656.044,0.923,755.772,0.496,967.958,1.622,242.968,-0.106,0
2015-12-09,2.112,2196.8,0.741,630.69,0.912,706.181,0.509,1050.343,1.591,183.889,-0.106,0
2015-12-10,2.135,2253.259,0.728,598.96,0.913,707.081,0.524,1141.004,1.616,231.751,-0.106,0
2015-12-11,2.136,2256.453,0.719,577.714,0.931,788.511,0.525,1149.566,1.687,385.356,-0.106,0
2015-12-12,2.13,2241.261,0.717,571.201,0.9,648.46,0.526,1153.582,1.715,465.274,-0.106,0
2015-12-13,2.126,2231.461,0.715,566.804,0.909,688.48,0.547,1294.985,1.726,497.984,-0.106,0
2015-12-14,2.126,2231.518,0.707,549.087,0.898,639.201,0.565,1424.527,1.752,577.54,-0.106,0
2015-12-15,2.132,2246.023,0.69,509.556,0.898,643.588,0.552,1324.307,1.75,571.39,-0.106,0
2015-12-16,2.26,2576.457,0.677,482.182,0.88,566.602,0.535,1212.85,1.756,589.572,-0.106,0
2015-12-17,2.241,2529.392,0.661,450.611,0.857,489.071,0.515,1085.237,1.764,619.729,-0.106,0
2015-12-18,2.262,2582.421,0.65,429.447,0.83,404.054,0.497,971.815,1.724,491.195,-0.106,0
2015-12-19,2.335,2772.705,0.63,392.971,0.889,603.214,0.47,812.297,1.696,413.391,-0.106,0
2015-12-20,1.661,1068.384,0.611,351.044,0.897,634.898,0.455,724.633,1.68,363.631,-0.106,0
2015-12-21,1.982,1879.155,0.594,312.066,0.872,539.691,0.47,805.335,1.664,329.231,-0.106,0
2015-12-22,2.144,2280.2,0.572,266.985,0.856,484.778,0.48,869.297,1.703,432.769,-0.106,0
2015-12-23,1.995,1897.933,0.548,223.788,0.854,476.018,0.49,927.92,1.737,529.176,-0.106,0
2015-12-24,1.931,1726.785,0.528,192.944,0.88,568.237,0.468,799.463,1.724,490.745,-0.106,0
2015-12-25,1.949,1776.96,0.515,175.351,0.888,600.98,0.495,958.221,1.75,570.791,-0.106,0
2015-12-26,1.912,1675.97,0.505,162.594,0.89,612.877,0.49,924.176,1.76,604.086,-0.106,0
2015-12-27,1.91,1669.141,0.497,152.501,0.85,462.869,0.492,936.686,1.745,557.207,-0.106,0
2015-12-28,1.918,1691.908,0.484,132.826,0.861,500.401,0.499,982.396,1.687,383.967,-0.106,0
2015-12-29,1.915,1682.991,0.468,107.758,0.865,515.586,0.489,923.386,1.686,385.269,-0.106,0
2015-12-30,1.879,1586.145,0.46,99.275,0.883,577.838,0.475,835.423,1.658,315.982,-0.106,0
2015-12-31,1.851,1514.561,0.465,104.453,0.864,510.754,0.474,828.316,1.681,370.219,-0.106,0
2016-01-01,1.828,1456.069,0.47,110.538,0.855,481.46,0.469,804.265,1.705,437.423,-0.106,0
2016-01-02,1.779,1332.828,0.459,98.499,0.853,475.924,0.459,745.59,1.7,423.262,-0.106,0
2016-01-03,1.74,1229.611,0.439,80.446,0.893,620.34,0.454,721.978,1.678,363.957,-0.106,0
2016-01-04,1.739,1226.988,0.423,70.897,0.902,660.953,0.454,724.903,1.641,280.215,-0.106,0
2016-01-05,1.747,1249.116,0.407,62.821,0.908,686.628,0.467,788.302,1.654,307.603,-0.106,0
2016-01-06,1.773,1316.805,0.41,64.164,0.885,588.331,0.486,902.258,1.672,344.825,-0.106,0
2016-01-07,1.809,1411.78,0.428,73.59,0.876,552.965,0.492,940.676,1.669,338.42,-0.106,0
2016-01-08,1.858,1535.792,0.448,87.812,0.877,555.791,0.484,892.52,1.668,336.077,-0.106,0
2016-01-09,1.935,1738.196,0.445,84.992,0.881,569.362,0.499,987.487,1.673,347.426,-0.106,0
2016-01-10,1.946,1766.817,0.433,76.117,0.881,569.686,0.508,1043.639,1.655,309.757,-0.106,0
2016-01-11,2.007,1930.445,0.412,65.271,0.881,571.447,0.554,1343.582,1.656,312.1,-0.106,0
2016-01-12,2.046,2031.766,0.384,52.642,0.891,610.684,0.557,1366.223,1.601,202.621,-0.106,0
2016-01-13,2.052,2046.541,0.359,43.029,0.899,644.697,0.543,1265.667,1.581,167.061,-0.106,0
2016-01-14,2.152,2301.107,0.366,45.438,0.903,665.54,0.539,1236.117,1.577,162.695,-0.106,0
2016-01-15,2.243,2531.314,0.406,62.504,0.901,654.521,0.551,1318.574,1.646,299.278,-0.106,0
2016-01-16,2.142,2272.333,0.434,76.678,0.895,627.195,0.554,1337.643,1.71,450.258,-0.106,0
2016-01-17,2.095,2152.691,0.445,85.023,0.883,576.603,0.541,1254.429,1.713,458.908,-0.106,0
2016-01-18,2.012,1940.654,0.443,83.372,0.87,532.963,0.515,1087.3,1.709,447.176,-0.106,0
2016-01-19,1.954,1789.787,0.438,79.09,0.871,535.123,0.492,939.757,1.719,475.136,-0.106,0
2016-01-20,1.949,1776.703,0.431,74.945,0.883,577.588,0.495,960.947,1.715,464.977,-0.106,0
2016-01-21,2.027,1981.752,0.431,75.027,0.897,639.056,0.505,1024.371,1.731,512.038,-0.106,0
2016-01-22,2.073,2098.387,0.439,79.868,0.904,670.064,0.508,1039.797,1.7,424.519,-0.106,0
2016-01-23,1.965,1818.521,0.446,86.248,0.898,642.837,0.506,1028.612,1.637,273.043,-0.106,0
2016-01-24,1.811,1415.694,0.446,85.695,0.881,571.179,0.534,1212.185,1.651,301.866,-0.106,0
2016-01-25,1.818,1431.905,0.445,85.039,0.868,526.304,0.532,1194.176,1.702,427.924,-0.106,0
2016-01-26,1.805,1399.45,0.447,87.008,0.874,548.504,0.545,1286.43,1.673,351.9,-0.106,0
2016-01-27,1.718,1176.481,0.46,99.859,0.796,308.574,0.538,1235.215,1.679,366.304,-0.106,0
2016-01-28,1.668,1051.522,0.474,116.405,0.834,415.252,0.504,1017.173,1.779,672.913,-0.106,0
2016-01-29,1.58,854.108,0.486,135.538,0.855,481.944,0.425,585.492,1.921,1263.804,-0.106,0
2016-01-30,1.523,726.15,0.493,147.655,0.83,401.926,0.349,330.718,1.97,1475.571,-0.106,0
2016-01-31,1.526,730.435,0.497,152.721,0.824,382.773,0.305,235.956,1.89,1133.62,-0.106,0
2016-02-01,1.49,662.152,0.499,155.326,0.794,302.362,0.318,260.595,1.809,782.274,-0.106,0
2016-02-02,1.502,689.22,0.501,157.28,0.82,374.283,0.302,230.957,1.737,532.992,-0.106,0
2016-02-03,1.584,852.2,0.507,164.657,0.86,497.453,0.281,196.288,1.661,325.94,-0.106,0
2016-02-04,1.555,788.64,0.514,174.238,0.83,399.886,0.3,230.53,1.596,193.175,-0.106,0
2016-02-05,1.532,741.918,0.518,179.717,0.823,379.939,0.344,314.879,1.527,83.512,-0.106,0
2016-02-06,1.528,734.277,0.518,178.697,0.826,390.449,0.376,403.431,1.521,76.795,-0.106,0
2016-02-07,1.526,729.527,0.512,171.414,0.818,365.512,0.439,650.282,1.518,73.481,-0.106,0
2016-02-08,1.529,736.326,0.506,163.833,0.837,421.245,0.469,802.835,1.537,96.056,-0.106,0
2016-02-09,1.536,749.795,0.5,155.956,0.846,451.143,0.462,764.049,1.524,79.139,-0.106,0
2016-02-10,1.584,861.873,0.493,148.203,0.851,467.557,0.434,623.093,1.471,56.867,-0.106,0
2016-02-11,1.744,1241.598,0.49,143.482,0.86,498.558,0.448,692.63,1.292,26.995,-0.106,0
2016-02-12,1.632,970.868,0.486,137.117,0.868,524.729,0.464,773.326,1.449,62.793,-0.106,0
2016-02-13,1.78,1354.77,0.472,113.557,0.865,513.013,0.493,945.914,1.581,167.284,-0.106,0
2016-02-14,2.003,1917.564,0.443,83.464,0.86,497.839,0.495,956.972,1.609,216.119,-0.106,0
2016-02-15,1.938,1744.186,0.424,71.281,0.877,556.752,0.48,868.493,1.623,244.182,-0.106,0
2016-02-16,2.012,1943.374,0.395,57.198,0.873,542.164,0.453,717.709,1.641,281.595,-0.106,0
2016-02-17,2.039,2014.851,0.358,42.793,0.876,554.358,0.444,670.642,1.658,316.387,-0.106,0
2016-02-18,2.024,1980.706,0.33,33.353,0.911,701.21,0.457,735.724,1.662,325.032,-0.106,0
2016-02-19,1.939,1752.952,0.308,27.901,0.898,640.32,0.465,779.431,1.667,334.942,-0.106,0
2016-02-20,1.972,1843.636,0.286,24.232,0.899,644.371,0.454,724.338,1.617,232.921,-0.106,0
2016-02-21,1.978,1856.989,0.282,23.647,0.906,675.505,0.447,684.215,1.579,163.572,-0.106,0
2016-02-22,1.933,1731.096,0.314,30.227,0.897,636.022,0.451,707.091,1.579,161.703,-0.106,0
2016-02-23,1.93,1723.009,0.431,76.989,0.901,652.268,0.491,938.672,1.605,210.41,-0.106,0
2016-02-24,1.926,1711.274,0.429,74.284,0.9,648.028,0.525,1150.074,1.634,267.019,-0.106,0
2016-02-25,1.919,1694.368,0.396,57.599,0.875,550.471,0.487,912.588,1.653,305.335,-0.106,0
2016-02-26,1.959,1806.09,0.392,55.809,0.876,551.03,0.447,686.212,1.598,199.867,-0.106,0
2016-02-27,1.919,1697.631,0.42,69.268,0.873,541.97,0.432,613.734,1.592,186.007,-0.106,0
2016-02-28,1.792,1365.777,0.445,85.274,0.845,448.229,0.427,587.64,1.65,299.642,-0.106,0
2016-02-29,1.744,1240.351,0.458,97.069,0.855,481.523,0.426,584.522,1.63,257.543,-0.106,0
2016-03-01,1.743,1238.746,0.462,101.76,0.885,585.471,0.406,496.135,1.595,190.571,-0.106,0
2016-03-02,1.722,1184.679,0.473,114.097,0.887,594.597,0.382,417.598,1.586,175.263,-0.106,0
2016-03-03,1.714,1163.351,0.483,130.493,0.864,511.019,0.409,513.072,1.591,184.704,-0.106,0
2016-03-04,1.695,1116.237,0.489,140.996,0.868,523.565,0.427,586.814,1.566,140.572,-0.106,0
2016-03-05,1.68,1078.328,0.493,147.748,0.854,477.46,0.412,518.041,1.562,133.201,-0.106,0
2016-03-06,1.649,1005.882,0.5,156.293,0.822,376.672,0.428,592.153,1.561,132.577,-0.106,0
2016-03-07,1.633,968.162,0.498,153.419,0.818,364.401,0.433,617.91,1.565,138.222,-0.106,0
2016-03-08,1.684,1091.165,0.497,152.89,0.821,374.229,0.416,537.728,1.573,151.983,-0.106,0
2016-03-09,1.699,1126.622,0.503,159.172,0.819,368.885,0.414,528.877,1.579,162.435,-0.106,0
2016-03-10,1.661,1033.992,0.507,164.534,0.813,351.65,0.432,613.734,1.58,164.229,-0.106,0
2016-03-11,1.657,1024.661,0.501,157.549,0.816,360.464,0.439,645.37,1.615,228.094,-0.106,0
2016-03-12,1.623,943.225,0.488,139.511,0.808,336.567,0.437,636.101,1.619,236.539,-0.106,0
2016-03-13,1.622,941.427,0.467,107.757,0.821,373.45,0.437,636.158,1.607,212.284,-0.106,0
2016-03-14,1.616,927.086,0.43,74.67,0.812,347.955,0.442,663.478,1.614,225.629,-0.106,0
2016-03-15,1.584,851.162,0.421,69.808,0.78,267.869,0.437,636.103,1.627,251.938,-0.106,0
2016-03-16,1.587,859.255,0.423,70.611,0.755,213.892,0.428,592.441,1.632,261.757,-0.106,0
2016-03-17,1.593,871.948,0.44,81.401,0.743,192.214,0.437,634.379,1.629,254.551,-0.106,0
2016-03-18,1.573,827.724,0.459,98.768,0.742,188.957,0.42,556.789,1.65,300.65,-0.106,0
2016-03-19,1.541,760.642,0.477,119.953,0.728,163.335,0.422,563.228,1.655,311.278,-0.106,0
2016-03-20,1.528,734.6,0.485,135.079,0.724,154.657,0.47,354.407,1.651,302.208,-0.106,0
2016-03-21,1.523,725.035,0.484,131.848,0.748,201.374,0.572,282.594,1.646,291.969,-0.106,0
2016-03-22,1.523,725.06,0.473,116.114,0.733,173.64,0.622,412.434,1.641,281.132,-0.106,0
2016-03-23,1.538,754.66,0.485,134.33,0.718,142.485,0.65,495.304,1.621,239.031,-0.106,0
2016-03-24,1.546,770.141,0.488,136.815,0.724,155.919,0.648,490.055,1.603,206.056,-0.106,0
2016-03-25,1.526,731.212,0.505,162.679,0.725,157.429,0.634,445.826,1.597,195.637,-0.106,0
2016-03-26,1.517,712.142,0.506,164.057,0.725,157.604,0.638,457.89,1.589,179.554,-0.106,0
2016-03-27,1.5,681.019,0.506,163.143,0.727,160.894,0.629,431.412,1.594,189.989,-0.106,0
2016-03-28,1.511,701.535,0.499,155.23,0.714,136.393,0.621,407.994,1.6,199.772,-0.106,0
2016-03-29,1.532,742.375,0.489,141.88,0.699,108.508,0.624,416.788,1.597,194.915,-0.106,0
2016-03-30,1.541,759.292,0.469,111.15,0.697,105.904,0.626,422.965,1.58,164.901,-0.106,0
2016-03-31,1.566,812.106,0.445,85.875,0.711,130.064,0.623,414.774,1.566,140.396,-0.106,0
2016-04-01,1.559,797.069,0.422,69.911,0.694,101.743,0.618,399.724,1.552,118.729,-0.106,0
2016-04-02,1.54,757.987,0.404,61.152,0.678,77.557,0.62,405.446,1.553,120.273,-0.106,0
2016-04-03,1.531,739.243,0.384,52.218,0.683,83.716,0.618,401.045,1.552,118.81,-0.106,0
2016-04-04,1.525,728.562,0.369,46.697,0.68,80.743,0.623,413.502,1.553,119.694,-0.106,0
2016-04-05,1.524,726.018,0.362,44.567,0.69,95.325,0.628,429.048,1.552,118.251,-0.106,0
2016-04-06,1.529,735.922,0.393,56.204,0.703,116.754,0.63,433.654,1.555,122.27,-0.106,0
2016-04-07,1.579,843.292,0.405,61.406,0.693,98.996,0.64,464.323,1.553,119.563,-0.106,0
2016-04-08,1.631,962.894,0.401,59.646,0.702,114.046,0.646,483.682,1.557,126.456,-0.106,0
2016-04-09,1.571,828.813,0.363,44.644,0.697,105.222,0.646,482.123,1.575,154.849,-0.106,0
2016-04-10,1.512,703.148,0.341,36.776,0.694,101.493,0.644,477.268,1.585,173.284,-0.106,0
2016-04-11,1.501,683.342,0.349,39.446,0.695,102.826,0.646,483.415,1.589,180.845,-0.106,0
2016-04-12,1.5,681.705,0.352,40.576,0.719,145.914,0.65,494.745,1.593,187.876,-0.106,0
2016-04-13,1.529,736.898,0.348,39.26,0.716,139.217,0.65,497.618,1.597,195.272,-0.106,0
2016-04-14,1.559,795.442,0.373,48.099,0.75,204.979,0.651,497.918,1.595,192.337,-0.106,0
2016-04-15,1.531,739.931,0.382,51.408,0.733,173.163,0.65,497.362,1.596,193.661,-0.106,0
2016-04-16,1.501,682.985,0.377,49.394,0.727,160.677,0.648,491.476,1.598,197.061,-0.106,0
2016-04-17,1.496,673.817,0.368,46.219,0.717,141.759,0.652,502.33,1.61,219.162,-0.106,0
2016-04-18,1.484,651.081,0.357,42.342,0.707,123.52,0.658,522.67,1.616,230.72,-0.106,0
2016-04-19,1.493,667.663,0.347,38.847,0.706,121.985,0.661,531.153,1.616,230.178,-0.106,0
2016-04-20,1.497,675.114,0.338,35.761,0.716,138.79,0.657,519.174,1.594,189.044,-0.106,0
2016-04-21,1.496,674.634,0.33,33.325,0.715,137.502,0.65,495.678,1.612,223.229,-0.106,0
2016-04-22,1.479,642.235,0.323,31.26,0.698,107.125,0.64,463.913,1.625,246.579,-0.106,0
2016-04-23,1.435,560.533,0.315,29.04,0.702,113.622,0.636,452.849,1.636,268.973,-0.106,0
2016-04-24,1.467,620.322,0.307,27.674,0.697,106.871,0.638,459.449,1.639,276.92,-0.106,0
2016-04-25,1.49,662.339,0.308,27.821,0.689,93.045,0.639,461.187,1.636,269.022,-0.106,0
2016-04-26,1.492,666.928,0.32,30.355,0.69,95.661,0.656,515.456,1.626,250.035,-0.106,0
2016-04-27,1.491,665.465,0.331,33.565,0.706,121.599,0.671,564.225,1.618,234.598,-0.106,0
2016-04-28,1.511,702.653,0.371,47.696,0.702,113.921,0.674,574.523,1.613,224.373,-0.106,0
2016-04-29,1.539,755.446,0.393,56.437,0.7,111.255,0.695,651.934,1.625,248.499,-0.106,0
2016-04-30,1.513,704.976,0.356,43.188,0.699,109.834,0.703,679.172,1.636,269.672,-0.106,0
2016-05-01,1.506,691.73,0.34,37.664,0.703,117.055,0.694,646.321,1.66,320.235,-0.106,0
2016-05-02,1.548,779.738,0.39,54.687,0.759,223.896,0.655,511.834,1.683,372.572,-0.106,0
2016-05-03,1.633,966.47,0.395,56.859,0.809,338.987,0.623,415.858,1.7,423.284,-0.106,0
2016-05-04,1.634,969.312,0.387,53.576,0.815,356.732,0.615,393.528,1.692,402.17,-0.106,0
2016-05-05,1.554,797.739,0.371,47.362,0.816,359.686,0.614,389.584,1.68,368.945,-0.106,0
2016-05-06,1.437,564.028,0.328,33.225,0.822,375.726,0.611,382.18,1.647,293.343,-0.106,0
2016-05-07,1.411,416.723,0.319,30.452,0.825,386.032,0.606,367.009,1.63,257.977,-0.106,0
2016-05-08,1.436,1.436,0.323,31.133,0.812,348.897,0.603,361.399,1.643,284.356,-0.106,0
2016-05-09,1.496,341.301,0.313,28.658,0.815,356.212,0.589,322.724,1.642,282.091,-0.106,0
2016-05-10,1.581,1.581,0.3,26.439,0.818,364.951,0.57,278.066,1.646,291.864,-0.106,0
2016-05-11,1.656,666.23,0.3,26.437,0.818,365.311,0.576,293.477,1.645,288.948,-0.106,0
2016-05-12,1.624,945.8,0.31,28.234,0.812,347.261,0.614,390.529,1.644,286.728,-0.106,0
2016-05-13,1.573,826.898,0.329,33.094,0.812,348.595,0.601,354.931,1.648,296.8,-0.106,0
2016-05-14,1.56,799.582,0.358,42.769,0.816,359.458,0.594,335.937,1.631,259.934,-0.106,0
2016-05-15,1.563,804.247,0.383,51.828,0.814,353.751,0.593,333.492,1.616,229.694,-0.106,0
2016-05-16,1.562,802.989,0.407,62.47,0.831,402.745,0.601,354.948,1.604,207.526,-0.106,0
2016-05-17,1.554,785.616,0.398,58.396,0.828,394.66,0.617,397.304,1.609,216.063,-0.106,0
