"Date","425013_flow","425007_flow","425012_flow","425010_flow","425019_flow","425013_level","425020_level","425007_level","425012_level","425022_level","425023_level","425010_level","425019_level","414203_flow","414203_level","414209_level","A4260506_level","A4260501_level","A4260508_level","A4260505_flow","A4260509_level","A4260507_level","A4260509_flow","A4260507_flow","A4260505_level"
1982-02-01,0,3119.162,3576.394,0,0,0.844,61.046,2.11,2.14,56.906,56.906,NA,2.23,4966.57,43.015,NA,NA,NA,NA,30.473,NA,NA,NA,NA,NA
1982-02-02,0,3114.493,3588.832,0,0,0.839,61.07,2.107,2.142,56.888,56.888,NA,2.23,5327.141,43.075,NA,NA,NA,NA,50.275,NA,NA,NA,NA,NA
1982-02-03,0,3104.59,3489.552,0,0,0.831,61.079,2.102,2.128,56.868,56.868,NA,2.23,5693.814,43.135,NA,NA,NA,NA,55.177,NA,NA,NA,NA,NA
1982-02-04,0,3090.909,3471.487,0,0,0.823,61.082,2.095,2.126,56.849,56.849,NA,2.23,5844.805,43.159,NA,NA,NA,NA,59.367,NA,NA,NA,NA,NA
1982-02-05,0,3087.579,3680.704,0,0,0.815,61.093,2.094,2.154,56.841,56.841,NA,2.23,6042.792,43.188,NA,NA,NA,NA,67.944,NA,NA,NA,NA,NA
1982-02-06,0,3096.626,3677.046,0,0,0.808,61.111,2.098,2.154,56.838,56.838,NA,2.23,6091.959,43.196,NA,NA,NA,NA,71.078,NA,NA,NA,NA,NA
1982-02-07,0,3112.586,3606.29,0,0,0.801,61.125,2.106,2.145,56.827,56.831,NA,2.23,5979.64,43.179,NA,NA,NA,NA,79.516,NA,NA,NA,NA,NA
1982-02-08,0,3114.493,3508.545,0,0,0.787,61.156,2.107,2.131,56.811,56.826,NA,2.23,5776.657,43.148,NA,NA,NA,NA,79.165,NA,NA,NA,NA,NA
1982-02-09,0,3123.05,3504.347,0,0,0.777,61.197,2.111,2.131,56.806,56.808,NA,2.23,5614.524,43.123,NA,NA,NA,NA,79.051,NA,NA,NA,NA,NA
1982-02-10,0,3139.395,3503.832,0,0,0.773,61.25,2.12,2.13,56.789,56.789,NA,2.23,5518.046,43.107,NA,NA,NA,NA,79.051,NA,NA,NA,NA,NA
1982-02-11,0,3154.583,3499.13,0,0,0.767,61.319,2.127,2.13,56.781,56.781,NA,2.23,5316.165,43.074,NA,NA,NA,NA,79.367,NA,NA,NA,NA,NA
1982-02-12,0,3184.491,3488.709,0,0,0.763,61.389,2.142,2.128,56.778,56.778,NA,2.23,5124.142,43.041,NA,NA,NA,NA,80.919,NA,NA,NA,NA,NA
1982-02-13,0,3202.774,3498.826,0,0,0.757,61.455,2.151,2.129,56.769,56.769,NA,2.23,4940.453,43.011,NA,NA,NA,NA,82.031,NA,NA,NA,NA,NA
1982-02-14,0,3198.096,3464.531,0,0,0.746,61.51,2.149,2.125,56.759,56.759,NA,2.23,4665.093,42.964,NA,NA,NA,NA,80.485,NA,NA,NA,NA,NA
1982-02-15,0,3185.336,3445.258,0,0,0.738,61.577,2.142,2.122,56.747,56.741,NA,2.23,4467.307,42.929,NA,NA,NA,NA,77.944,NA,NA,NA,NA,NA
1982-02-16,0,3174.525,3393.463,0,0,0.732,61.628,2.137,2.115,56.727,56.704,NA,2.23,4345.674,42.907,NA,NA,NA,NA,70.37,NA,NA,NA,NA,NA
1982-02-17,0,3157.885,3416.83,0,0,0.726,61.643,2.129,2.119,56.708,56.698,NA,2.23,4236.609,42.886,NA,NA,NA,NA,59.136,NA,NA,NA,NA,NA
1982-02-18,0,3137.051,3457.614,0,0,0.718,61.663,2.118,2.124,56.689,56.687,NA,2.23,4136.414,42.867,NA,NA,NA,NA,58.418,NA,NA,NA,NA,NA
1982-02-19,0,3116.348,3476.611,0,0,0.71,61.681,2.108,2.127,56.677,56.668,NA,2.23,4309.622,42.9,NA,NA,NA,NA,59.608,NA,NA,NA,NA,NA
1982-02-20,0,3092.094,3422.786,0,0,0.7,61.695,2.096,2.119,56.657,56.649,NA,2.23,4141.493,42.868,NA,NA,NA,NA,60.332,NA,NA,NA,NA,NA
1982-02-21,0,3082.593,3441.52,0,0,0.694,61.689,2.091,2.122,56.639,56.643,NA,2.23,3971.74,42.836,NA,NA,NA,NA,63.17,NA,NA,NA,NA,NA
1982-02-22,0,3074.639,3484.836,0,0,0.686,61.557,2.087,2.128,56.631,56.649,NA,2.23,4019.98,42.845,NA,NA,NA,NA,65.588,NA,NA,NA,NA,NA
1982-02-23,0,3071.428,3447.544,0,0,0.678,61.445,2.085,2.122,56.628,56.646,NA,2.23,3894.087,42.822,NA,NA,NA,NA,66.695,NA,NA,NA,NA,NA
1982-02-24,0,3071.428,3425.471,0,0,0.671,61.383,2.085,2.12,56.613,56.629,NA,2.23,3990.223,42.839,NA,NA,NA,NA,67.625,NA,NA,NA,NA,NA
1982-02-25,0,3076.028,3216.012,0,0,0.662,61.369,2.088,2.09,56.583,56.611,NA,2.23,3950.409,42.832,NA,NA,NA,NA,66.549,NA,NA,NA,NA,NA
1982-02-26,0,3078.813,3179.638,0,0,0.656,61.361,2.089,2.085,56.576,56.572,NA,2.23,3990.234,42.84,NA,NA,NA,NA,66.119,NA,NA,NA,NA,NA
1982-02-27,0,3084.171,2812.304,0,0,0.648,61.362,2.092,2.027,56.561,56.559,NA,2.23,3526.25,42.758,NA,NA,NA,NA,65.245,NA,NA,NA,NA,NA
1982-02-28,0,3080.89,2578.871,0,0,0.64,61.373,2.09,1.989,56.554,56.549,NA,2.23,3382.861,42.731,NA,NA,NA,NA,66.005,NA,NA,NA,NA,NA
1982-03-01,0,3068.916,2482.972,0,0,0.634,61.391,2.084,1.974,56.53,56.539,NA,2.23,3179.946,42.691,NA,NA,NA,NA,64.612,NA,NA,NA,NA,NA
1982-03-02,0,3031.882,2442.501,0,0,0.629,61.401,2.066,1.968,56.515,56.527,NA,2.23,3380.587,42.73,NA,NA,NA,NA,60.528,NA,NA,NA,NA,NA
1982-03-03,0,2975.462,2405.351,0,0,0.623,61.411,2.038,1.962,56.49,56.508,NA,2.23,3594.335,42.77,NA,NA,NA,NA,49.959,NA,NA,NA,NA,NA
1982-03-04,0,2867.405,2394.441,0,0,0.618,61.421,1.984,1.96,56.477,56.489,NA,2.23,3377.156,42.73,NA,NA,NA,NA,49.252,NA,NA,NA,NA,NA
1982-03-05,0,2748.436,2392.29,0,0,0.611,61.429,1.924,1.96,56.461,56.481,NA,2.23,3386.655,42.732,NA,NA,NA,NA,50.063,NA,NA,NA,NA,NA
1982-03-06,0,2615.758,2358.861,0,0,0.605,61.43,1.858,1.954,56.458,56.478,NA,2.23,3390.958,42.732,NA,NA,NA,NA,49.358,NA,NA,NA,NA,NA
1982-03-07,0,2488.122,2250.699,0,0,0.599,61.432,1.794,1.936,56.449,56.469,NA,2.23,3535.621,42.76,NA,NA,NA,NA,50.628,NA,NA,NA,NA,NA
1982-03-08,0,2373.97,1752.564,0,0,0.593,61.439,1.737,1.847,56.439,56.459,NA,2.23,3116.518,42.677,NA,NA,NA,NA,52.523,NA,NA,NA,NA,NA
1982-03-09,0,2273.064,1504.375,0,0,0.586,61.442,1.686,1.799,56.429,56.449,NA,2.23,2949.491,42.642,NA,NA,NA,NA,55.51,NA,NA,NA,NA,NA
1982-03-10,0,2202.471,1458.313,0,0,0.58,61.451,1.648,1.79,56.419,56.437,NA,2.23,3029.141,42.659,NA,NA,NA,NA,55.787,NA,NA,NA,NA,NA
1982-03-11,0,2149.894,1452.312,0,0,0.575,61.461,1.621,1.789,56.407,56.419,NA,2.23,3126.871,42.68,NA,NA,NA,NA,55.199,NA,NA,NA,NA,NA
1982-03-12,0,2077.587,1458.438,0,0,0.571,61.471,1.582,1.79,56.388,56.407,NA,2.23,3266.191,42.708,NA,NA,NA,NA,52.537,NA,NA,NA,NA,NA
1982-03-13,0,1999.132,1458.25,0,0,0.566,61.481,1.541,1.79,56.369,56.389,NA,2.23,3076.335,42.669,NA,NA,NA,NA,50.626,NA,NA,NA,NA,NA
1982-03-14,0,1900.401,1458.062,0,0,0.562,61.489,1.488,1.79,56.355,56.381,NA,2.23,3209.496,42.697,NA,NA,NA,NA,50.169,NA,NA,NA,NA,NA
1982-03-15,0,1794.154,1457.813,0,0,0.558,61.494,1.426,1.79,56.33,56.38,NA,2.23,3334.648,42.721,NA,NA,NA,NA,47.323,NA,NA,NA,NA,NA
1982-03-16,0,1681.499,1448.062,0,0,0.555,61.511,1.359,1.788,56.321,56.376,NA,2.23,3283.962,42.712,NA,NA,NA,NA,39.723,NA,NA,NA,NA,NA
1982-03-17,0,1569.75,1417.5,0,0,0.562,61.519,1.294,1.782,56.318,56.361,NA,2.23,3185.28,42.692,NA,NA,NA,NA,36.047,NA,NA,NA,NA,NA
1982-03-18,0,1463.75,1417.375,0,0,0.779,61.52,1.235,1.782,56.311,56.36,NA,2.23,3150.122,42.685,NA,NA,NA,NA,37.976,NA,NA,NA,NA,NA
1982-03-19,0,1397.75,1415.625,0,0,1.11,61.522,1.198,1.782,56.308,56.358,NA,2.23,3239.061,42.703,NA,NA,NA,NA,39.354,NA,NA,NA,NA,NA
1982-03-20,0.524,1361.75,1401.375,0,0,1.415,61.529,1.177,1.779,56.299,56.351,NA,2.23,3406.533,42.735,NA,NA,NA,NA,39.468,NA,NA,NA,NA,NA
1982-03-21,7.128,1337.687,1401.188,0,0,1.646,61.532,1.163,1.779,56.289,56.348,NA,2.23,3899.464,42.824,NA,NA,NA,NA,39.197,NA,NA,NA,NA,NA
1982-03-22,37.008,1315.75,1373.812,0,0,1.857,61.543,1.15,1.774,56.279,56.337,NA,2.23,3676.271,42.785,NA,NA,NA,NA,38.177,NA,NA,NA,NA,NA
1982-03-23,92.641,1293.063,1227.438,0,0,1.985,61.566,1.136,1.742,56.269,56.317,NA,2.23,3530.848,42.758,NA,NA,NA,NA,38.079,NA,NA,NA,NA,NA
1982-03-24,186.117,1273.312,1021.593,0,0,2.094,61.609,1.125,1.693,56.259,56.299,NA,2.23,3511.556,42.755,NA,NA,NA,NA,38.079,NA,NA,NA,NA,NA
1982-03-25,193.015,1253.063,658.625,0,0,2.101,61.669,1.113,1.586,56.249,56.291,NA,2.23,3860.46,42.817,NA,NA,NA,NA,38.079,NA,NA,NA,NA,NA
1982-03-26,279.407,1233.062,292.078,0,0,2.19,61.739,1.102,1.418,56.241,56.29,NA,2.23,4064.693,42.854,NA,NA,NA,NA,38.079,NA,NA,NA,NA,NA
1982-03-27,336.734,1223.875,210.922,0,0,2.251,61.811,1.097,1.355,56.24,56.288,NA,2.23,4111.424,42.862,NA,NA,NA,NA,38.079,NA,NA,NA,NA,NA
1982-03-28,374.75,1216.938,174.5,0,0,2.29,61.874,1.093,1.318,56.246,56.281,NA,2.23,4280.989,42.895,NA,NA,NA,NA,37.83,NA,NA,NA,NA,NA
1982-03-29,402.688,1201,164.164,0,0,2.318,61.896,1.085,1.307,56.268,56.278,NA,2.23,4916.442,43.006,NA,NA,NA,NA,36.896,NA,NA,NA,NA,NA
1982-03-30,420.921,1156.875,168.688,0,0,2.336,61.972,1.063,1.312,56.272,56.269,NA,2.23,5299.24,43.071,NA,NA,NA,NA,35.291,NA,NA,NA,NA,NA
1982-03-31,434.969,1089.875,169.633,0,0,2.349,62.057,1.03,1.313,56.279,56.259,NA,2.23,5640.384,43.127,NA,NA,NA,NA,31.111,NA,NA,NA,NA,NA
1982-04-01,443.188,1008.218,169.586,0,0,2.357,62.082,0.992,1.313,56.296,56.249,NA,2.23,5954.909,43.175,NA,NA,NA,NA,38.34,NA,NA,NA,NA,NA
1982-04-02,447.547,907.594,169.547,0,0,2.361,61.94,0.955,1.313,56.413,56.237,NA,2.23,6278.804,43.223,NA,NA,NA,NA,48.31,NA,NA,NA,NA,NA
1982-04-03,452.64,790.656,169.5,0,0,2.366,61.834,0.92,1.313,56.655,56.219,NA,2.23,6586.093,43.273,NA,NA,NA,NA,51.929,NA,NA,NA,NA,NA
1982-04-04,454.953,677.657,168.406,0,0,2.368,61.765,0.889,1.312,56.764,56.205,NA,2.23,6806.02,43.311,NA,NA,NA,NA,40.607,NA,NA,NA,NA,NA
1982-04-05,455.078,561.812,164.492,0,0,2.368,61.714,0.858,1.308,56.905,56.178,NA,2.23,6965.669,43.338,NA,NA,NA,NA,39.468,NA,NA,NA,NA,NA
1982-04-06,455.985,484.156,166.672,0,0,2.369,61.67,0.836,1.31,57.034,56.167,NA,2.23,7127.777,43.365,NA,NA,NA,NA,39.739,NA,NA,NA,NA,NA
1982-04-07,458.828,406.157,168.672,0,0,2.372,61.648,0.812,1.312,57.157,56.19,NA,2.23,7251.012,43.385,NA,NA,NA,NA,40.758,NA,NA,NA,NA,NA
1982-04-08,461.516,335.875,172.359,0,0,2.374,61.628,0.789,1.316,57.282,56.203,NA,2.23,7284.747,43.391,NA,NA,NA,NA,41.24,NA,NA,NA,NA,NA
1982-04-09,465.343,285.515,177.203,0,0,2.378,61.611,0.771,1.322,57.388,56.226,NA,2.23,7287.33,43.391,NA,NA,NA,NA,42.143,NA,NA,NA,NA,NA
1982-04-10,467.219,253.25,178.196,0,0,2.379,61.61,0.758,1.323,57.474,56.263,NA,2.23,7299.688,43.393,NA,NA,NA,NA,39.97,NA,NA,NA,NA,NA
1982-04-11,470.641,233.914,178.242,0,0,2.383,61.612,0.75,1.323,57.567,56.294,NA,2.23,7349.296,43.401,NA,NA,NA,NA,38.506,NA,NA,NA,NA,NA
1982-04-12,472.812,213.25,178.289,0,0,2.384,61.621,0.741,1.323,57.641,56.324,NA,2.23,7391.36,43.408,NA,NA,NA,NA,37.474,NA,NA,NA,NA,NA
1982-04-13,474.36,209.321,178.336,0,0,2.386,61.631,0.74,1.323,57.72,56.358,NA,2.23,7326.598,43.397,NA,NA,NA,NA,37.633,NA,NA,NA,NA,NA
1982-04-14,477.296,209.421,174.812,0,0,2.388,61.643,0.74,1.319,57.794,56.404,NA,2.23,7063.483,43.354,NA,NA,NA,NA,38.319,NA,NA,NA,NA,NA
1982-04-15,479.954,219.758,170.008,0,0,2.391,61.664,0.744,1.314,57.848,56.449,NA,2.23,5883.415,43.224,NA,NA,NA,NA,37.993,NA,NA,NA,NA,NA
1982-04-16,486.25,215.11,172.727,0,0,2.397,61.69,0.742,1.317,57.917,56.506,NA,2.23,5188.764,43.143,NA,NA,NA,NA,40.401,NA,NA,NA,NA,NA
1982-04-17,488.75,214.484,171.765,0,0,2.399,61.705,0.742,1.316,58.014,56.56,NA,2.23,4680.478,43.055,NA,NA,NA,NA,42.086,NA,NA,NA,NA,NA
1982-04-18,490.703,214.469,170.047,0,0,2.401,61.714,0.742,1.314,58.079,56.623,NA,2.23,4297.015,42.99,NA,NA,NA,NA,39.721,NA,NA,NA,NA,NA
1982-04-19,493.797,214.445,170.227,0,0,2.404,61.659,0.742,1.314,58.149,56.665,NA,2.23,4265.027,42.985,NA,NA,NA,NA,38.136,NA,NA,NA,NA,NA
1982-04-20,496.328,209.188,180.14,0,0,2.406,61.63,0.74,1.325,58.219,56.717,NA,2.23,4275.182,42.986,NA,NA,NA,NA,39.125,NA,NA,NA,NA,NA
1982-04-21,496.64,208.109,180.266,0,0,2.406,61.619,0.739,1.325,58.289,56.807,NA,2.23,4294.368,42.99,NA,NA,NA,NA,36.279,NA,NA,NA,NA,NA
1982-04-22,498.407,210.57,178.383,0,0,2.408,61.611,0.74,1.323,58.359,56.879,NA,2.23,4332.952,42.996,NA,NA,NA,NA,36.535,NA,NA,NA,NA,NA
1982-04-23,499.437,208.742,180.07,0,0,2.409,61.61,0.739,1.325,58.431,56.949,NA,2.23,4471.166,43.019,NA,NA,NA,NA,31.871,NA,NA,NA,NA,NA
1982-04-24,498.484,205.258,182.195,0,0,2.408,61.61,0.738,1.327,58.506,57.017,NA,2.23,4609.067,43.042,NA,NA,NA,NA,33.968,NA,NA,NA,NA,NA
1982-04-25,494.125,206.719,183.946,0,0,2.404,61.61,0.738,1.328,58.569,57.078,NA,2.23,4678.297,43.055,NA,NA,NA,NA,40.963,NA,NA,NA,NA,NA
1982-04-26,492.813,214.133,183.507,0,0,2.403,61.612,0.741,1.328,58.629,57.155,NA,2.23,4784.533,43.074,NA,NA,NA,NA,43.898,NA,NA,NA,NA,NA
1982-04-27,490.766,211.172,185.821,0,0,2.401,61.621,0.74,1.33,58.658,57.287,NA,2.23,4932.745,43.1,NA,NA,NA,NA,43.046,NA,NA,NA,NA,NA
1982-04-28,492.015,202.429,206.5,0,0,2.402,61.631,0.736,1.351,58.712,57.377,NA,2.23,5072.661,43.124,NA,NA,NA,NA,42.94,NA,NA,NA,NA,NA
1982-04-29,493.985,207.227,234.648,0,0,2.404,61.643,0.739,1.377,58.786,57.462,NA,2.23,5146.338,43.137,NA,NA,NA,NA,40.227,NA,NA,NA,NA,NA
1982-04-30,494.968,208.016,212.625,0,0,2.405,61.663,0.739,1.356,58.846,57.597,NA,2.23,5179.547,43.142,NA,NA,NA,NA,29.349,NA,NA,NA,NA,NA
1982-05-01,496.422,208,183.367,0,0,2.406,61.679,0.739,1.328,58.894,57.736,NA,2.23,5215.203,43.148,NA,NA,NA,NA,25.823,NA,NA,NA,NA,NA
1982-05-02,496.641,207.976,171,0,0,2.406,61.682,0.739,1.314,58.939,57.855,NA,2.23,5279.104,43.159,NA,NA,NA,NA,24.969,NA,NA,NA,NA,NA
1982-05-03,499.14,205.891,157.344,0,0,2.409,61.689,0.738,1.299,59.005,57.931,NA,2.23,5371.695,43.174,NA,NA,NA,NA,21.227,NA,NA,NA,NA,NA
1982-05-04,501.641,201.445,150.508,0,0,2.411,61.686,0.736,1.292,59.093,58.031,NA,2.23,5591.559,43.208,NA,NA,NA,NA,17.421,NA,NA,NA,NA,NA
1982-05-05,506.094,200.109,146.82,0,0,2.416,61.666,0.735,1.288,59.146,58.2,NA,2.23,5833.667,43.247,NA,NA,NA,NA,23.44,NA,NA,NA,NA,NA
1982-05-06,509.703,194.977,141.844,0,0,2.418,61.65,0.733,1.282,59.192,58.323,NA,2.23,6130.772,43.301,NA,NA,NA,NA,21.747,NA,NA,NA,NA,NA
1982-05-07,514.375,194.953,141.992,0,0,2.423,61.675,0.733,1.283,59.232,58.436,NA,2.23,6629.716,43.388,NA,NA,NA,NA,19.149,NA,NA,NA,NA,NA
1982-05-08,520.562,197.742,155.203,0,0,2.429,61.661,0.734,1.297,59.295,58.555,NA,2.23,7081.486,43.461,NA,NA,NA,NA,21.054,NA,NA,NA,NA,NA
1982-05-09,523.532,201.399,165.586,0,0,2.432,61.62,0.736,1.308,59.34,58.673,NA,2.23,7091.076,43.463,NA,NA,NA,NA,24.448,NA,NA,NA,NA,NA
1982-05-10,525.625,205.586,167.789,0,0,2.433,61.613,0.738,1.311,59.361,58.782,NA,2.23,6652.652,43.392,NA,NA,NA,NA,25.076,NA,NA,NA,NA,NA
1982-05-11,529.687,207.883,171.828,0,0,2.437,61.654,0.739,1.316,59.369,58.879,NA,2.23,7261.896,43.489,NA,NA,NA,NA,22.223,NA,NA,NA,NA,NA
1982-05-12,532.375,207.882,174.157,0,0,2.44,61.645,0.739,1.318,59.366,58.956,NA,2.23,7701.685,43.557,NA,NA,NA,NA,17.094,NA,NA,NA,NA,NA
1982-05-13,536.688,207.883,195.547,0,0,2.444,61.606,0.739,1.339,59.359,59.016,NA,2.23,7477.217,43.522,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA
1982-05-14,538.375,198.25,239.875,0,0,2.445,61.528,0.735,1.381,59.391,59.064,NA,2.23,6836.307,43.421,NA,NA,NA,NA,20.297,NA,NA,NA,NA,NA
1982-05-15,539.718,194.852,294.468,0,0,2.446,61.441,0.733,1.422,59.409,59.105,NA,2.23,6540.311,43.373,NA,NA,NA,NA,21.542,NA,NA,NA,NA,NA
1982-05-16,539.844,194.797,261.485,0,0,2.447,61.356,0.733,1.399,59.416,59.145,NA,2.23,6366.103,43.343,NA,NA,NA,NA,22.381,NA,NA,NA,NA,NA
1982-05-17,541.875,188.711,234.062,0,0,2.448,61.257,0.731,1.377,59.442,59.183,NA,2.23,5705.418,43.228,NA,NA,NA,NA,22.047,NA,NA,NA,NA,NA
1982-05-18,542.938,187.335,210.836,0,0,2.45,61.154,0.73,1.355,59.463,59.21,NA,2.23,5412.688,43.18,NA,NA,NA,NA,20.336,NA,NA,NA,NA,NA
1982-05-19,542.468,180.915,199.156,0,0,2.449,61.039,0.727,1.343,59.484,59.225,NA,2.23,4851.434,43.085,NA,NA,NA,NA,19.306,NA,NA,NA,NA,NA
1982-05-20,539.188,175.984,194.524,0,0,2.446,60.938,0.725,1.339,59.506,59.25,NA,2.23,4840.962,43.084,NA,NA,NA,NA,18.68,NA,NA,NA,NA,NA
1982-05-21,539.156,175.984,192.617,0,0,2.446,60.839,0.725,1.337,59.505,59.261,NA,2.23,6012.903,43.282,NA,NA,NA,NA,18.828,NA,NA,NA,NA,NA
1982-05-22,539.313,175.985,196.086,0,0,2.446,60.755,0.725,1.341,59.523,59.271,NA,2.23,6426.018,43.353,NA,NA,NA,NA,17.043,NA,NA,NA,NA,NA
1982-05-23,538.312,178.797,200.352,0,0,2.445,60.693,0.726,1.345,59.539,59.281,NA,2.23,6676.512,43.396,NA,NA,NA,NA,17.528,NA,NA,NA,NA,NA
1982-05-24,538.156,182.109,197.117,0,0,2.445,60.636,0.728,1.342,59.54,59.295,NA,2.23,7198.232,43.479,NA,NA,NA,NA,17.593,NA,NA,NA,NA,NA
1982-05-25,537.657,189.976,193.617,0,0,2.445,60.597,0.731,1.338,59.54,59.318,NA,2.23,7694.438,43.556,NA,NA,NA,NA,17.955,NA,NA,NA,NA,NA
1982-05-26,535.468,201.977,195.484,0,0,2.443,60.564,0.736,1.34,59.542,59.322,NA,2.23,7704.417,43.557,NA,NA,NA,NA,19.314,NA,NA,NA,NA,NA
1982-05-27,532.063,215.117,202.032,0,0,2.44,60.535,0.742,1.346,59.553,59.331,NA,2.23,7085.897,43.462,NA,NA,NA,NA,19.263,NA,NA,NA,NA,NA
1982-05-28,532.125,217.391,207.445,0,0,2.439,60.539,0.743,1.351,59.569,59.341,NA,2.23,7406.723,43.511,NA,NA,NA,NA,18.946,NA,NA,NA,NA,NA
1982-05-29,530.125,216.664,207.484,0,0,2.437,60.536,0.743,1.352,59.568,59.351,NA,2.23,7589.052,43.539,NA,NA,NA,NA,20.443,NA,NA,NA,NA,NA
1982-05-30,526.281,211.516,204.93,0,0,2.434,60.521,0.74,1.349,59.557,59.361,NA,2.23,7592.05,43.539,NA,NA,NA,NA,21.339,NA,NA,NA,NA,NA
1982-05-31,522.188,208.312,200.914,0,0,2.43,60.52,0.739,1.345,59.545,59.369,NA,2.23,7569.046,43.536,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-01,512.968,199.648,195.453,0,0,2.422,60.52,0.735,1.34,59.557,59.364,NA,2.23,7633.039,43.546,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-02,489.204,198.782,190.914,0,0,2.399,60.52,0.735,1.336,59.549,59.34,NA,2.23,7659.901,43.55,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-03,438.156,198.867,178.141,0,0,2.352,60.52,0.735,1.322,59.543,59.331,NA,2.23,7883.541,43.587,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-04,363.14,196.226,169.594,0,0,2.278,60.52,0.734,1.313,59.547,59.33,NA,2.23,7985.721,43.603,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-05,284.891,188.766,167.679,0,0,2.196,60.518,0.731,1.311,59.545,59.33,NA,2.23,8057.66,43.614,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-06,212.797,186.414,168.805,0,0,2.121,60.509,0.73,1.312,59.559,59.33,NA,2.23,8258.368,43.646,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-07,150.562,186.516,166.672,0,0,2.059,60.501,0.73,1.31,59.56,59.334,NA,2.23,8959.784,43.749,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-08,106.727,186.617,163.672,0,0,2.008,60.5,0.73,1.307,59.562,59.349,NA,2.23,9322.583,43.801,NA,NA,NA,NA,21.616,NA,NA,NA,NA,NA
1982-06-09,81.797,192.164,161.148,0,0,1.969,60.5,0.733,1.304,59.569,59.352,NA,2.23,9356.671,43.805,NA,NA,NA,NA,22.177,NA,NA,NA,NA,NA
1982-06-10,64.437,197.766,157.547,0,0,1.934,60.5,0.734,1.3,59.572,59.355,NA,2.23,9406.328,43.812,NA,NA,NA,NA,21.282,NA,NA,NA,NA,NA
1982-06-11,50.977,197.007,157.945,0,0,1.902,60.498,0.734,1.3,59.579,59.341,NA,2.23,9325.797,43.801,NA,NA,NA,NA,20.443,NA,NA,NA,NA,NA
1982-06-12,41.283,189.508,162.953,0,0,1.877,60.491,0.731,1.306,59.576,59.34,NA,2.23,9176.675,43.781,NA,NA,NA,NA,20.37,NA,NA,NA,NA,NA
1982-06-13,33.91,187.063,165.461,0,0,1.854,60.49,0.73,1.309,59.561,59.34,NA,2.23,9055.462,43.764,NA,NA,NA,NA,20.37,NA,NA,NA,NA,NA
1982-06-14,29.078,187.172,166.844,0,0,1.838,60.49,0.73,1.31,59.56,59.344,NA,2.23,8959.1,43.75,NA,NA,NA,NA,20.37,NA,NA,NA,NA,NA
1982-06-15,24.969,187.101,161.938,0,0,1.822,60.49,0.73,1.305,59.562,59.364,NA,2.23,8916.351,43.744,NA,NA,NA,NA,20.37,NA,NA,NA,NA,NA
1982-06-16,21.058,181.242,162.132,0,0,1.805,60.49,0.728,1.305,59.569,59.392,NA,2.23,8825.453,43.731,NA,NA,NA,NA,20.37,NA,NA,NA,NA,NA
1982-06-17,18.456,179.883,162.836,0,0,1.789,60.49,0.727,1.306,59.572,59.413,NA,2.23,8640.804,43.704,NA,NA,NA,NA,20.574,NA,NA,NA,NA,NA
1982-06-18,16.562,175.149,162.852,0,0,1.775,60.488,0.725,1.306,59.579,59.433,NA,2.23,8230.709,43.641,NA,NA,NA,NA,21.339,NA,NA,NA,NA,NA
1982-06-19,14.915,175.257,161.125,0,0,1.762,60.481,0.725,1.304,59.584,59.453,NA,2.23,7979.054,43.602,NA,NA,NA,NA,21.412,NA,NA,NA,NA,NA
1982-06-20,13.216,175.344,162.344,0,0,1.747,60.478,0.725,1.305,59.595,59.473,NA,2.23,7835.086,43.579,NA,NA,NA,NA,22.022,NA,NA,NA,NA,NA
1982-06-21,12.357,169.656,157.726,0,0,1.737,60.469,0.722,1.3,59.581,59.493,NA,2.23,7750.93,43.565,NA,NA,NA,NA,24.521,NA,NA,NA,NA,NA
1982-06-22,11.464,166.5,156.117,0,0,1.725,60.461,0.721,1.298,59.58,59.513,NA,2.23,7479.091,43.523,NA,NA,NA,NA,25.754,NA,NA,NA,NA,NA
1982-06-23,10.749,163.516,158.813,0,0,1.716,60.46,0.72,1.301,59.58,59.533,NA,2.23,7577.845,43.537,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA
1982-06-24,10.06,168.797,160.336,0,0,1.708,60.462,0.723,1.302,59.58,59.551,NA,2.23,7729.938,43.562,NA,NA,NA,NA,21.229,NA,NA,NA,NA,NA
1982-06-25,9.445,165.437,159.062,0,0,1.699,60.469,0.721,1.301,59.58,59.563,NA,2.23,7784.067,43.57,NA,NA,NA,NA,18.542,NA,NA,NA,NA,NA
1982-06-26,8.93,160.211,159.813,0,0,1.691,60.47,0.718,1.302,59.58,59.579,NA,2.23,7775.215,43.569,NA,NA,NA,NA,17.839,NA,NA,NA,NA,NA
1982-06-27,8.605,158.321,161.75,0,0,1.686,60.47,0.717,1.304,59.58,59.58,NA,2.23,7732.336,43.562,NA,NA,NA,NA,18.454,NA,NA,NA,NA,NA
