"Date","425007_level","425007_flow","425010_level","425010_flow","425012_level","425012_flow","425013_level","425013_flow","425019_level","425019_flow","425020_level","425022_level","425023_level","414203_flow","A4260505_flow","A4260509_level","A4260507_level","A4260509_flow","A4260507_flow","A4260505_level"
"2020-12-29",0.84,418.861,27.731,7469.071,1.482,419.272,-0.553,0,51.501,0,59.903,53.337,53,43.623,80.798,20.851,22.074,74.545,NA,24.443
"2020-12-30",0.838,412.413,27.703,6979.194,1.481,417.022,-0.552,0,51.501,0,59.895,53.337,53,43.576,80.466,20.717,22.054,78.82,NA,24.397
"2020-12-31",0.838,411.16,27.637,5955.508,1.477,410.182,-0.55,0,51.501,0,59.891,53.333,53,43.555,77.81,20.756,22.023,77.033,NA,24.335
"2021-01-01",0.839,414.003,27.624,5769.167,1.479,412.229,-0.551,0,51.501,0,59.879,53.334,53,43.593,74.57,20.773,21.988,72.682,NA,24.3
"2021-01-02",0.835,401.018,27.661,6314.989,1.48,414.242,-0.549,0,51.501,0,59.87,53.337,53,43.681,73.188,20.821,21.976,68.268,NA,24.291
"2021-01-03",0.827,376.493,27.684,6679.204,1.476,407.358,-0.549,0,51.501,0,59.861,53.333,53,43.679,75.496,20.83,21.996,69.012,NA,24.29
"2021-01-04",0.819,354.115,27.72,7270.873,1.473,401.855,-0.552,0,51.501,0,59.846,53.33,53,43.618,79.912,20.773,22.018,73.257,NA,24.288
"2021-01-05",0.81,327.53,27.711,7121.855,1.472,399.883,-0.552,0,51.501,0,59.831,53.329,53,43.59,78.534,20.673,22.016,74.448,NA,24.276
"2021-01-06",0.802,306.932,27.675,6531.706,1.472,399.976,-0.551,0,51.501,0,59.821,53.33,53,43.567,76.855,20.651,21.999,73.02,NA,24.259
"2021-01-07",0.797,293.891,27.649,6129.283,1.473,401.228,-0.551,0,51.501,0,59.818,53.328,53,43.507,74.57,20.646,21.977,70.602,NA,24.242
"2021-01-08",0.793,282.532,27.615,5620.336,1.468,392.604,-0.552,0,51.501,0,59.805,53.323,53,43.472,68.985,20.64,21.936,66.227,NA,24.21
"2021-01-09",0.789,272.047,27.567,4844.053,1.466,389.429,-0.552,0,51.501,0,59.793,53.32,53,43.471,65.352,20.672,21.922,61.958,NA,24.192
"2021-01-10",0.782,254.416,27.531,4293.276,1.464,385.385,-0.552,0,51.501,0,59.783,53.318,53,43.458,53.16,20.684,21.844,51.186,NA,24.153
"2021-01-11",0.777,242.393,27.553,4617.343,1.463,382.776,-0.552,0,51.501,0,59.767,53.318,53,43.438,43.511,20.669,21.777,40.109,NA,24.131
"2021-01-12",0.774,235.658,27.584,5115.125,1.47,395.862,-0.552,0,51.501,0,59.756,53.325,53,43.426,45.984,20.661,21.786,38.401,NA,24.16
"2021-01-13",0.769,224.82,27.593,5280.058,1.471,398.231,-0.553,0,51.501,0,59.737,53.328,53,43.455,47.979,20.66,21.817,41.423,NA,24.174
"2021-01-14",0.764,213.376,27.602,5425.088,1.47,395.801,-0.554,0,51.501,0,59.714,53.327,53,43.491,51.859,20.653,21.843,46.821,NA,24.184
"2021-01-15",0.765,213.687,27.594,5287.716,1.468,392.836,-0.554,0,51.501,0,59.704,53.324,53,43.534,51.831,20.634,21.829,49.557,NA,24.171
"2021-01-16",0.762,208.032,27.588,5179.571,1.453,364.912,-0.553,0,51.501,0,59.695,53.307,53,43.556,51.983,20.644,21.821,49.15,NA,24.17
"2021-01-17",0.758,199.135,27.596,5331.198,1.438,339.042,-0.553,0,51.501,0,59.683,53.293,53,43.566,52.169,20.659,21.82,48.731,NA,24.17
"2021-01-18",0.757,195.198,27.626,5808.027,1.437,338.278,-0.553,0,51.501,0,59.672,53.292,53,43.558,55.607,20.664,21.838,51.377,NA,24.181
"2021-01-19",0.756,193.474,27.627,5820.273,1.442,345.695,-0.553,0,51.501,0,59.665,53.295,53,43.531,64.434,20.697,21.896,60.488,NA,24.217
"2021-01-20",0.754,188.987,27.601,5417.278,1.441,344.729,-0.554,0,51.501,0,59.655,53.293,53,43.477,59.543,20.762,21.871,56.014,NA,24.198
"2021-01-21",0.752,184.641,27.573,4936.404,1.441,344.946,-0.554,0,51.501,0,59.645,53.292,53,43.386,35.946,20.766,21.744,33.646,NA,24.11
"2021-01-22",0.752,184.297,27.525,4213.351,1.445,351.844,-0.554,0,51.501,0,59.636,53.296,53,43.318,13.747,20.7,21.619,12.536,NA,24.049
"2021-01-23",0.75,181.834,27.503,3916.131,1.445,351.521,-0.553,0,51.501,0,59.63,53.297,53,43.225,11.871,20.72,21.578,9.008,NA,24.031
"2021-01-24",0.752,184.199,27.496,3822.289,1.442,346.978,-0.551,0,51.501,0,59.622,53.295,53,43.19,13.09,20.768,21.57,8.726,NA,24.039
"2021-01-25",0.754,188.567,27.545,4491.261,1.464,386.396,-0.55,0,51.501,0,59.61,53.32,53,43.224,15.38,20.807,21.6,10.142,NA,24.07
"2021-01-26",0.752,184.605,27.559,4703.494,1.463,383.205,-0.549,0,51.501,0,59.605,53.321,53,43.259,16.446,20.808,21.612,11.038,NA,24.082
"2021-01-27",0.749,179.388,27.552,4597.592,1.455,369.041,-0.55,0,51.501,0,59.596,53.311,53,43.288,16.961,20.794,21.619,11.27,NA,24.089
"2021-01-28",0.748,177.843,27.547,4520.15,1.456,370.857,-0.549,0,51.501,0,59.602,53.312,53,43.366,16.307,20.767,21.62,11.256,NA,24.088
"2021-01-29",0.744,168.898,27.564,4795.531,1.45,359.686,-0.549,0,51.501,0,59.584,53.308,53,43.402,15.025,20.747,21.616,10.977,NA,24.076
"2021-01-30",0.742,164.753,27.573,4931.759,1.448,356.174,-0.55,0,51.501,0,59.575,53.304,53,43.392,14.372,20.716,21.599,10.259,NA,24.061
"2021-01-31",0.741,163.214,27.62,5702.069,1.449,357.644,-0.552,0,51.501,0,59.569,53.302,53,43.391,15.166,20.657,21.591,9.852,NA,24.06
"2021-02-01",0.744,169.606,27.597,5337.232,1.443,347.839,-0.553,0,51.501,0,59.55,53.299,53,43.41,14.792,20.634,21.59,9.661,NA,24.06
"2021-02-02",0.747,175.416,27.554,4634.338,1.446,353.843,-0.553,0,51.501,0,59.545,53.3,53,43.452,13.559,20.639,21.588,9.612,NA,24.056
"2021-02-03",0.753,186.679,27.545,4495.309,1.448,356.57,-0.553,0,51.501,0,59.548,53.3,53,43.499,13.076,20.642,21.581,9.05,NA,24.043
"2021-02-04",0.756,193.348,27.586,5151.516,1.444,349.08,-0.553,0,51.501,0,59.554,53.297,53,43.518,14.305,20.649,21.582,8.704,NA,24.056
"2021-02-05",0.754,189.974,27.616,5651.556,1.438,340.624,-0.553,0,51.501,0,59.565,53.292,53,43.551,16.641,20.648,21.594,9.305,NA,24.081
"2021-02-06",0.753,187.933,27.626,5810.506,1.435,334.661,-0.552,0,51.501,0,59.587,53.29,53,43.604,18.094,20.641,21.613,10.783,NA,24.094
"2021-02-07",0.752,184.315,27.657,6262.77,1.438,339.427,-0.552,0,51.501,0,59.614,53.292,53,43.687,19.848,20.638,21.633,12.394,NA,24.111
"2021-02-08",0.751,182.393,27.676,6550.469,1.44,343.13,-0.553,0,51.501,0,59.638,53.293,53,43.756,19.71,20.631,21.649,13.534,NA,24.117
"2021-02-09",0.749,179.945,27.674,6506.922,1.441,344.457,-0.552,0,51.501,0,59.662,53.294,53,43.827,18.354,20.626,21.648,13.483,NA,24.108
"2021-02-10",0.745,171.112,27.672,6481.945,1.441,343.952,-0.55,0,51.501,0,59.688,53.294,53,43.852,17.316,20.613,21.641,12.997,NA,24.101
"2021-02-11",0.739,159.378,27.677,6558.716,1.435,335.117,-0.551,0,51.501,0,59.692,53.291,53,43.857,18.744,20.635,21.647,14.938,NA,24.1
"2021-02-12",0.738,156.895,27.696,6867.972,1.435,334.792,-0.552,0,51.501,0,59.703,53.291,53,43.874,27.401,20.682,21.666,23.633,NA,24.098
"2021-02-13",0.736,153.579,27.72,7270.359,1.435,334.393,-0.552,0,51.501,0,59.718,53.289,53,43.873,28.388,20.671,21.663,24.025,NA,24.093
"2021-02-14",0.736,154.447,27.733,7500.489,1.438,339.312,-0.552,0,51.501,0,59.736,53.292,53,43.823,30.189,20.666,21.674,23.791,NA,24.113
"2021-02-15",0.735,152.799,27.747,7755.053,1.445,351.556,-0.552,0,51.501,0,59.746,53.299,53,43.782,33.682,20.673,21.722,22.962,NA,24.172
"2021-02-16",0.731,144.732,27.746,7723.601,1.462,381.832,-0.55,0,51.501,0,59.749,53.317,53,43.752,40.714,20.749,21.843,30.227,NA,24.231
"2021-02-17",0.729,140.447,27.723,7318.764,1.464,385.12,-0.551,0,51.501,0,59.749,53.319,53,43.66,44.865,20.74,21.878,39.456,NA,24.247
"2021-02-18",0.729,140.305,27.695,6844.604,1.458,375.056,-0.551,0,51.501,0,59.752,53.312,53,43.523,42.395,20.643,21.848,40.212,NA,24.236
"2021-02-19",0.727,138.193,27.668,6419.453,1.449,358.704,-0.551,0,51.501,0,59.754,53.303,53,43.465,39.98,20.626,21.829,38.831,NA,24.219
"2021-02-20",0.725,133.901,27.629,5849.136,1.444,350.33,-0.551,0,51.501,0,59.753,53.3,53,43.461,38.017,20.646,21.814,37.091,NA,24.206
"2021-02-21",0.725,134.104,27.605,5479.772,1.442,347.034,-0.553,0,51.501,0,59.741,53.3,53,43.436,37.522,20.662,21.789,34.84,NA,24.193
"2021-02-22",0.727,137.725,27.586,5156.987,1.453,365.44,-0.554,0,51.501,0,59.739,53.309,53,43.407,40.059,20.648,21.787,34.451,NA,24.204
"2021-02-23",0.726,136.422,27.589,5207.199,1.459,376.093,-0.554,0,51.501,0,59.74,53.313,53,43.308,42.446,20.671,21.813,36.599,NA,24.223
"2021-02-24",0.726,135.772,27.604,5474.285,1.459,376.975,-0.554,0,51.501,0,59.741,53.313,53,43.236,43.807,20.677,21.831,38.531,NA,24.239
"2021-02-25",0.727,138.145,27.595,5316.549,1.455,369.494,-0.553,0,51.501,0,59.749,53.309,53,43.204,44.925,20.673,21.842,39.845,NA,24.242
"2021-02-26",0.73,142.201,27.58,5046.191,1.451,361.284,-0.552,0,51.501,0,59.759,53.304,53,43.102,44.481,20.677,21.849,40.613,NA,24.247
"2021-02-27",0.733,148.098,27.551,4585.21,1.449,357.974,-0.553,0,51.501,0,59.765,53.302,53,43.03,43.186,20.637,21.846,40.25,NA,24.236
"2021-02-28",0.735,152.19,27.506,3952.426,1.446,352.484,-0.554,0,51.501,0,59.765,53.3,53,42.992,39.869,20.495,21.822,38.561,NA,24.217
"2021-03-01",0.737,156.493,27.481,3631.803,1.45,359.724,-0.554,0,51.501,0,59.766,53.304,53,42.946,36.349,20.345,21.774,33.351,NA,24.197
"2021-03-02",0.736,153.488,27.48,3624.906,1.45,360.325,-0.554,0,51.501,0,59.763,53.304,53,42.936,28.22,20.244,21.728,22.567,NA,24.183
"2021-03-03",0.734,150.4,27.478,3592.141,1.45,359.68,-0.554,0,51.501,0,59.758,53.304,53,42.952,27.415,20.295,21.769,21.133,NA,24.189
"2021-03-04",0.734,150.311,27.472,3520.353,1.452,362.865,-0.554,0,51.501,0,59.752,53.306,53,42.985,25.726,20.321,21.771,20.68,NA,24.188
"2021-03-05",0.739,158.773,27.471,3514.057,1.453,365.252,-0.554,0,51.501,0,59.749,53.307,53,42.998,21.542,20.304,21.742,16.62,NA,24.183
"2021-03-06",0.755,190.783,27.482,3644.952,1.453,365.413,-0.554,0,51.501,0,59.743,53.305,53,43.004,22.068,20.309,21.744,16.335,NA,24.189
"2021-03-07",0.782,250,27.513,4044.469,1.45,361.061,-0.553,0,51.501,0,59.739,53.304,53,43.023,22.861,20.303,21.757,17.202,NA,24.192
"2021-03-08",0.784,253.976,27.528,4243.264,1.43,326.156,-0.552,0,51.501,0,59.738,53.284,53,43.065,26.794,20.308,21.766,20.365,NA,24.206
"2021-03-09",0.774,231.897,27.523,4181.878,1.432,329.32,-0.553,0,51.501,0,59.739,53.284,53,43.098,37.552,20.38,21.816,32.81,NA,24.228
"2021-03-10",0.766,214.544,27.523,4182.918,1.455,368.617,-0.552,0,51.501,0,59.744,53.307,53,43.137,41.281,20.312,21.811,39.217,NA,24.228
"2021-03-11",0.762,205.446,27.525,4202.662,1.45,360.253,-0.552,0,51.501,0,59.751,53.303,53,43.17,43.813,20.226,21.802,39.747,NA,24.225
"2021-03-12",0.757,196.187,27.513,4039.736,1.439,341.622,-0.554,0,51.501,0,59.739,53.293,53,43.158,49.11,20.273,21.858,47.563,NA,24.232
"2021-03-13",0.763,208.574,27.496,3824.226,1.44,342.413,-0.554,0,51.501,0,59.732,53.294,53,43.179,46.366,20.264,21.835,45.548,NA,24.207
"2021-03-14",0.775,234.485,27.516,4084.457,1.448,356.297,-0.553,0,51.501,0,59.731,53.3,53,43.216,46.122,20.244,21.814,43.727,NA,24.193
"2021-03-15",0.775,234.695,27.53,4271.666,1.451,362.555,-0.553,0,51.501,0,59.729,53.303,53,43.289,47.815,20.256,21.824,44.295,NA,24.202
"2021-03-16",0.77,223.583,27.527,4236.284,1.45,360.927,-0.553,0,51.501,0,59.731,53.302,53,43.323,48.379,20.301,21.841,45.686,NA,24.209
"2021-03-17",0.765,211.142,27.529,4263.301,1.447,355.098,-0.552,0,51.501,0,59.725,53.301,53,43.318,48.606,20.366,21.847,46.459,NA,24.21
"2021-03-18",0.762,205.254,27.545,4500.278,1.451,361.643,-0.551,0,51.501,0,59.725,53.305,53,43.314,49.599,20.349,21.845,46.646,NA,24.214
"2021-03-19",0.759,200.09,27.576,4979.314,1.453,364.523,-0.55,0,51.501,0,59.729,53.307,53,43.303,52.287,20.375,21.863,47.84,NA,24.236
"2021-03-20",0.757,194.4,27.594,5294.617,1.448,355.963,-0.551,0,51.501,0,59.723,53.3,53,43.291,54.103,20.398,21.883,49.887,NA,24.258
"2021-03-21",0.758,196.813,27.604,5465.876,1.453,365.856,-0.552,0,51.501,0,59.731,53.305,53,43.293,54.89,20.404,21.903,51.475,NA,24.264
"2021-03-22",0.759,200.228,27.641,6020.491,1.458,374.166,-0.55,0,51.501,0,59.747,53.313,53,43.303,55.49,20.408,21.919,52.239,NA,24.279
"2021-03-23",0.762,205.614,27.652,6184.169,1.453,365.526,-0.552,0,51.501,0,59.745,53.306,53,43.339,54.721,20.366,21.918,51.628,NA,24.278
"2021-03-24",0.766,214.292,27.63,5861.029,1.451,361.568,-0.552,0,51.501,0,59.744,53.303,53,43.411,53.96,20.339,21.908,51.153,NA,24.268
"2021-03-25",0.767,216.52,27.621,5729.554,1.451,361.834,-0.553,0,51.501,0,59.746,53.301,53,43.462,52.115,20.291,21.896,49.697,NA,24.258
"2021-03-26",0.764,209.774,27.637,5955.16,1.446,353.742,-0.553,0,51.501,0,59.736,53.298,53,43.489,48.041,20.151,21.881,45.618,NA,24.251
"2021-03-27",0.765,211.95,27.629,5841.597,1.444,350.245,-0.553,0,51.501,0,59.734,53.296,53,43.503,48.002,20.114,21.88,45.187,NA,24.25
"2021-03-28",0.766,214.517,27.634,5923.345,1.444,350.575,-0.553,0,51.501,0,59.74,53.296,53,43.513,48.534,20.142,21.88,45.227,NA,24.252
"2021-03-29",0.767,215.534,27.647,6108.917,1.442,346.818,-0.553,0,51.501,0,59.741,53.294,53,43.51,49.121,20.214,21.88,45.643,NA,24.257
"2021-03-30",0.768,218.084,27.655,6223.266,1.457,372.499,-0.553,0,51.501,0,59.744,53.308,53,43.507,47.64,20.204,21.878,45.393,NA,24.248
"2021-03-31",0.767,216.884,27.654,6211.251,1.461,379.864,-0.554,0,51.501,0,59.751,53.311,53,43.483,46.663,20.149,21.871,44.648,NA,24.241
"2021-04-01",0.767,216.114,27.649,6127.777,1.448,356.711,-0.554,0,51.501,0,59.758,53.299,53,43.449,46.425,20.136,21.874,44.215,NA,24.24
"2021-04-02",0.767,216.361,27.645,6076.501,1.435,334.471,-0.553,0,51.501,0,59.764,53.285,53,43.417,46.468,20.149,21.884,44.186,NA,24.24
"2021-04-03",0.766,214.652,27.642,6036.533,1.41,296.404,-0.553,0,51.501,0,59.77,53.26,53,43.413,47.1,20.152,21.871,44.472,NA,24.24
"2021-04-04",0.765,212.158,27.638,5967.332,1.398,278.933,-0.553,0,51.501,0,59.774,53.25,53,43.388,46.371,20.157,21.87,44.44,NA,24.24
"2021-04-05",0.765,212.847,27.632,5891.317,1.405,288.023,-0.553,0,51.501,0,59.785,53.256,53,43.368,45.739,20.148,21.868,43.842,NA,24.238
"2021-04-06",0.764,210.453,27.629,5842.19,1.419,309.193,-0.554,0,51.501,0,59.8,53.269,53,43.322,45.393,20.141,21.858,43.227,NA,24.231
"2021-04-07",0.764,208.841,27.599,5368.889,1.428,323.53,-0.554,0,51.501,0,59.825,53.277,53,43.258,44.776,20.147,21.857,42.599,NA,24.23
"2021-04-08",0.762,205.196,27.589,5197.308,1.429,325.038,-0.556,0,51.501,0,59.85,53.279,53,43.225,42.96,20.142,21.883,39.381,NA,24.228
"2021-04-09",0.76,201.591,27.613,5616.072,1.429,325.672,-0.555,0,51.501,0,59.883,53.28,53,43.197,40.429,20.079,21.917,33.423,NA,24.223
"2021-04-10",0.762,206.014,27.616,5661.126,1.427,322.109,-0.555,0,51.501,0,59.93,53.279,53,43.164,41.518,20.153,21.98,34.141,NA,24.229
"2021-04-11",0.762,205.606,27.599,5376.552,1.43,326.007,-0.554,0,51.501,0,59.995,53.279,53,43.101,41.702,20.177,22.014,36.079,NA,24.23
"2021-04-12",0.76,200.864,27.554,4645.116,1.425,318.388,-0.554,0,51.501,0,60.066,53.273,53,43.05,40.038,20.136,22.082,36.781,NA,24.228
"2021-04-13",0.757,194.955,27.541,4439.868,1.419,308.886,-0.554,0,51.501,0,60.13,53.269,53,43.002,37.167,20.107,22.147,35.3,NA,24.216
"2021-04-14",0.752,184.829,27.541,4437.017,1.419,309.05,-0.555,0,51.501,0,60.201,53.268,53,42.952,38.213,20.1,22.205,34.015,NA,24.203
"2021-04-15",0.746,173.626,27.535,4342.259,1.419,309.532,-0.554,0,51.501,0,60.275,53.27,53,42.949,37.691,20.134,22.286,32.917,NA,24.207
"2021-04-16",0.74,161.983,27.531,4293.749,1.42,310.818,-0.555,0,51.501,0,60.349,53.27,53,42.941,34.532,20.156,22.362,29.328,NA,24.201
"2021-04-17",0.741,162.806,27.512,4030.757,1.42,311.567,-0.554,0,51.501,0,60.431,53.27,53,42.926,34.406,20.153,22.391,30.709,NA,24.2
"2021-04-18",0.744,168.753,27.497,3836.292,1.424,317.448,-0.554,0,51.501,0,60.523,53.273,53,42.923,33.938,20.155,22.408,31.364,NA,24.2
"2021-04-19",0.746,173.339,27.509,3998.339,1.422,313.524,-0.554,0,51.501,0,60.622,53.271,53,42.977,33.7,20.137,22.444,29.274,NA,24.2
"2021-04-20",0.752,183.992,27.504,3924.686,1.424,317.459,-0.555,0,51.501,0,60.734,53.274,53,43.02,33.757,20.123,22.482,26.211,NA,24.2
"2021-04-21",0.751,183.911,27.516,4087.609,1.425,318.541,-0.555,0,51.501,0,60.853,53.273,53,43.093,34.441,20.134,22.536,24.946,NA,24.202
"2021-04-22",0.754,189.654,27.534,4332.242,1.427,321.88,-0.555,0,51.501,0,60.965,53.277,53,43.145,34.772,20.149,22.579,24.557,NA,24.207
"2021-04-23",0.754,188.082,27.541,4430.933,1.428,322.976,-0.554,0,51.501,0,61.071,53.279,53,43.136,33.991,20.152,22.617,24.518,NA,24.201
"2021-04-24",0.752,184.058,27.541,4428.954,1.43,326.006,-0.554,0,51.501,0,61.176,53.279,53,43.136,33.974,20.159,22.62,24.986,NA,24.2
"2021-04-25",0.753,186.346,27.554,4638.308,1.432,330.714,-0.553,0,51.501,0,61.231,53.283,53,43.166,34.382,20.16,22.622,25.277,NA,24.2
"2021-04-26",0.753,187.157,27.578,5019.727,1.433,331.174,-0.554,0,51.501,0,61.174,53.283,53,43.187,34.244,20.162,22.636,25.188,NA,24.2
"2021-04-27",0.753,186.692,27.586,5154.597,1.428,322.897,-0.554,0,51.501,0,61.146,53.278,53,43.167,33.631,20.174,22.661,24.213,NA,24.198
"2021-04-28",0.753,187.04,27.571,4895.812,1.422,313.717,-0.554,0,51.501,0,61.139,53.271,53,43.157,29.417,20.142,22.654,22.328,NA,24.182
"2021-04-29",0.753,186.354,27.553,4609.442,1.418,307.619,-0.554,0,51.501,0,61.151,53.267,53,43.214,19.397,19.901,22.606,13.252,NA,24.15
"2021-04-30",0.751,182.892,27.557,4680.044,1.417,305.871,-0.554,0,51.501,0,61.149,53.825,53,43.222,18.7,19.604,22.612,9.113,NA,24.141
"2021-05-01",0.748,177.429,27.551,4589.935,1.428,323.741,-0.553,0,51.501,0,61.153,55.62,53,43.277,18.607,19.617,22.628,8.419,NA,24.14
"2021-05-02",0.747,175.626,27.557,4675.727,1.434,332.413,-0.555,0,51.501,0,61.161,56.306,53,43.379,18.864,19.633,22.662,6.555,NA,24.142
"2021-05-03",0.747,174.467,27.568,4857.428,1.434,333.179,-0.555,0,51.501,0,61.173,56.43,53,43.479,19.738,19.674,22.681,6.993,NA,24.149
"2021-05-04",0.751,183.813,27.571,4893,1.44,344.06,-0.554,0,51.501,0,61.192,56.515,53,43.529,20.067,19.666,22.689,7.325,NA,24.152
"2021-05-05",0.753,187.463,27.606,5481.13,1.503,458.047,-0.554,0,51.501,0,61.214,56.592,53,43.57,23.773,19.691,22.694,10.526,NA,24.164
"2021-05-06",0.752,184.33,27.647,6101.001,1.545,541.113,-0.554,0,51.501,0,61.236,56.721,53,43.589,33.903,19.813,22.711,20.596,NA,24.181
"2021-05-07",0.745,171.94,27.673,6494.336,1.554,560.557,-0.554,0,51.501,0,61.261,56.874,53,43.604,36.346,19.802,22.724,22.137,NA,24.192
"2021-05-08",0.74,161.511,27.701,6953.568,1.548,546.799,-0.553,0,51.501,0,61.283,56.999,53,43.649,37.805,19.802,22.741,23.202,NA,24.202
"2021-05-09",0.738,157.771,27.751,7796.641,1.543,535.383,-0.554,0,51.501,0,61.299,57.12,53,43.791,36.612,19.805,22.747,23.498,NA,24.205
"2021-05-10",0.742,165.754,27.751,7817.469,1.533,515.966,-0.554,0,51.501,0,61.314,57.186,53,43.957,33.608,19.784,22.734,22.682,NA,24.189
"2021-05-11",0.744,168.524,27.737,7566.679,1.53,509.9,-0.554,0,51.501,0,61.335,57.308,53,44.036,32.061,19.768,22.709,21.504,NA,24.176
"2021-05-12",0.747,175.102,27.756,7891.729,1.528,505.406,-0.554,0,51.501,0,61.354,57.405,53,44.067,31.243,19.795,22.696,20.426,NA,24.159
"2021-05-13",0.751,183.594,27.787,8390.96,1.521,490.099,-0.554,0,51.501,0,61.371,57.493,53,44.043,29.721,19.858,22.674,17.906,NA,24.166
"2021-05-14",0.756,192.493,27.817,8796.175,1.519,487.638,-0.554,0,51.501,0,61.386,57.567,53,44.038,27.657,20.023,22.661,13.107,NA,24.221
"2021-05-15",0.767,217.029,27.851,9267.675,1.528,503.961,-0.554,0,51.501,0,61.405,57.66,53,44.051,29.922,20.133,22.697,15.044,NA,24.246
"2021-05-16",0.788,262.641,27.878,9662.652,1.531,511.65,-0.554,0,51.501,0,61.423,57.75,53,44.036,34.545,20.174,22.719,21.68,NA,24.271
"2021-05-17",0.806,306.333,27.891,9857.285,1.55,553.766,-0.554,0,51.501,0,61.445,57.828,53,43.979,43.961,20.361,22.69,36.8,NA,24.279
"2021-05-18",0.821,344.069,27.895,9913.475,1.655,819.006,-0.554,0,51.501,0,61.468,57.9,53.159,43.906,44.644,20.316,22.687,37.026,NA,24.282
"2021-05-19",0.829,364.877,27.89,9844.658,1.714,989.548,-0.554,0,51.501,0,61.49,57.977,53.311,43.839,43.912,20.23,22.711,36.225,NA,24.287
"2021-05-20",0.833,374.436,27.884,9757.86,1.729,1039.676,-0.554,0,51.501,0,61.513,58.053,53.392,43.781,43.449,20.139,22.719,36.882,NA,24.281
"2021-05-21",0.834,377.88,27.855,9321.365,1.719,1007.671,-0.555,0,51.501,0,61.537,58.123,53.476,43.668,42.71,20.107,22.718,36.301,NA,24.278
"2021-05-22",0.83,366.604,27.818,8813.332,1.667,850.71,-0.555,0,51.501,0,61.564,58.194,53.564,43.579,41.46,20.104,22.708,35.391,NA,24.268
"2021-05-23",0.829,366.125,27.744,7679.147,1.605,680.82,-0.554,0,51.501,0,61.6,58.263,53.673,43.479,40.053,20.142,22.698,34.269,NA,24.258
"2021-05-24",0.832,373.549,27.701,6945.032,1.625,739.651,-0.555,0,51.501,0,61.642,58.335,53.786,43.403,36.301,20.133,22.688,29.611,NA,24.246
"2021-05-25",0.835,381.553,27.712,7129.557,1.804,1331.688,-0.555,0,51.501,0,61.672,58.353,53.83,43.292,26.492,20.077,22.678,18.324,NA,24.233
"2021-05-26",0.843,404.119,27.711,7109.752,2.031,2471.35,-0.555,0,51.501,0,61.695,58.36,53.932,43.201,23.01,19.86,22.675,13.988,NA,24.244
"2021-05-27",0.862,455.179,27.683,6656.081,2.251,3974.418,-0.554,0,51.501,0,61.698,58.376,54.025,43.128,22.919,19.781,22.691,14.907,NA,24.257
"2021-05-28",0.886,529.339,27.638,5976.143,2.251,3977.36,-0.554,0,51.501,0,61.677,58.436,54.138,43.08,21.8,19.729,22.697,15.251,NA,24.248
"2021-05-29",0.907,595.412,27.609,5561.293,2.252,3984.709,-0.554,0,51.501,0,61.66,58.475,54.25,43.085,20.961,19.709,22.688,14.871,NA,24.241
"2021-05-30",0.923,645.009,27.577,5003.776,2.254,3999.216,-0.555,0,51.501,0,61.692,58.494,54.362,43.085,21.566,19.698,22.683,14.549,NA,24.242
"2021-05-31",0.93,669.818,27.557,4679.995,2.249,3963.444,-0.555,0,51.501,0,61.698,58.504,54.477,43.089,22.513,19.691,22.687,14.621,NA,24.249
"2021-06-01",0.955,755.969,27.566,4817.974,2.224,3756.832,-0.555,0,51.501,0,61.763,58.486,54.608,43.106,23.554,19.694,22.687,14.85,NA,24.254
"2021-06-02",1.038,1079.272,27.615,5621.156,2.211,3651.936,-0.554,0,51.501,0,61.791,58.443,54.723,43.126,24.887,19.713,22.711,16.174,NA,24.269
"2021-06-03",1.2,1652.282,27.648,6119.449,2.192,3505.31,-0.553,0,51.501,0,61.81,58.372,54.833,43.19,24.798,19.722,22.719,16.784,NA,24.27
"2021-06-04",1.46,2176.844,27.642,6028.695,2.174,3370.422,-0.552,0,51.501,0,61.817,58.299,54.941,43.214,23.728,19.699,22.72,16.757,NA,24.268
"2021-06-05",1.71,2618.755,27.65,6153.915,2.153,3213.895,-0.552,0,51.501,0,61.815,58.233,55.04,43.201,23.848,19.688,22.72,16.679,NA,24.263
"2021-06-06",1.87,2887.795,27.708,7082.353,2.11,2914.459,-0.552,0,51.501,0,61.812,58.19,55.145,43.191,24.862,19.683,22.722,16.724,NA,24.272
"2021-06-07",1.961,3034.545,27.768,8078.903,2.043,2494.575,-0.553,0,51.501,0,61.809,58.14,55.215,43.18,24.473,19.694,22.729,16.995,NA,24.277
"2021-06-08",2.002,3099.479,27.801,8582.618,1.99,2192.211,-0.553,0,51.501,0,61.809,58.049,55.253,43.142,23.832,19.709,22.73,16.771,NA,24.271
"2021-06-09",2.011,3114.022,27.813,8744.004,1.951,1986.374,-0.553,0,51.501,0,61.817,58.007,55.323,43.125,24.458,19.708,22.73,16.642,NA,24.272
"2021-06-10",2.001,3097.54,27.81,8699.034,1.889,1680.326,-0.553,0,51.501,0,61.845,57.988,55.431,43.131,26.625,19.705,22.732,17.416,NA,24.282
"2021-06-11",1.962,3036.259,27.799,8557.444,1.808,1327.673,-0.553,0,51.501,0,61.86,57.955,55.504,43.13,26.366,19.721,22.739,18.378,NA,24.287
"2021-06-12",1.903,2940.27,27.779,8296.387,1.721,1016.547,-0.552,0,51.501,0,61.875,57.923,55.573,43.13,24.853,19.718,22.738,18.082,NA,24.276
